Time,U,V,W
0,-224.836483,-44.99479674,332.6763747
0.0030012,-230.3952415,-55.80212019,350.4152414
0.006002401,-211.6939235,-51.66389855,326.1460625
0.009003601,-209.5790633,-61.80251777,334.6671441
0.012004802,-209.5790633,-61.80251777,334.6671441
0.015006002,-201.4798742,-73.91033967,338.2770942
0.018007203,-201.4798742,-73.91033967,338.2770942
0.021008403,-188.7385878,-88.35940253,338.3184152
0.024009604,-188.7385878,-88.35940253,338.3184152
0.027010804,-188.7385878,-88.35940253,338.3184152
0.030012005,-177.341866,-104.3853361,340.168107
0.033013205,-177.341866,-104.3853361,340.168107
0.036014406,-170.8152053,-112.5278034,339.5436821
0.039015606,-166.0907354,-118.4219113,339.0916781
0.042016807,-161.3662655,-124.3160191,338.6396741
0.045018007,-156.6417956,-130.210127,338.1876701
0.048019208,-151.9173257,-136.1042348,337.7356662
0.051020408,-147.1928558,-141.9983426,337.2836622
0.054021609,-142.2336959,-148.0873264,334.7528603
0.057022809,-137.4420383,-154.0372239,333.7057324
0.06002401,-132.6503807,-159.9871213,332.6586044
0.06302521,-127.8587231,-165.9370188,331.6114765
0.066026411,-123.0670656,-171.8869163,330.5643486
0.069027611,-117.6157374,-178.7017652,327.1951357
0.072028812,-112.6246936,-184.9130953,325.4461548
0.075030012,-107.6336498,-191.1244254,323.6971738
0.078031212,-102.642606,-197.3357555,321.9481928
0.081032413,-97.6515622,-203.5470856,320.1992119
0.084033613,-90.94097296,-210.541493,314.8015328
0.087034814,-85.39949169,-217.0034912,311.8845802
0.090036014,-79.85801042,-223.4654893,308.9676277
0.093037215,-74.31652915,-229.9274875,306.0506752
0.096038415,-68.77504789,-236.3894857,303.1337227
0.099039616,-61.17867718,-246.3032004,298.3283539
0.102040816,-54.9381153,-253.9394847,294.7689556
0.105042017,-48.69755342,-261.5757689,291.2095572
0.108043217,-42.45699155,-269.2120532,287.6501588
0.111044418,-36.21642967,-276.8483375,284.0907605
0.114045618,-29.65953533,-284.6543388,279.9449932
0.117046819,-23.23054333,-292.3917186,276.0363118
0.120048019,-16.76932532,-300.1463881,272.0678947
0.12304922,-10.27588131,-307.9183473,268.039742
0.12605042,-3.750211296,-315.7075963,263.9518536
0.129051621,2.807684726,-323.514135,259.8042295
0.132052821,7.628392191,-319.8064276,254.7550676
0.135054022,13.43821146,-322.3521759,250.1014102
0.138055222,19.15830304,-324.1204237,245.3299974
0.141056423,24.78866693,-325.1111709,240.4408293
0.144057623,30.32930312,-325.3244176,235.4339059
0.147058824,36.51400991,-330.3935493,231.3367611
0.150060024,42.23023645,-331.7774889,226.5914957
0.153061224,47.91154276,-332.8046859,221.8052216
0.156062425,53.55792882,-333.4751404,216.9779387
0.159063625,59.16939464,-333.7888525,212.1096471
0.162064826,65.49399391,-336.7659545,207.998802
0.165066026,71.41829723,-337.9111752,203.4569545
0.168067227,77.36848548,-338.9451433,198.9390004
0.171068427,83.34455865,-339.8678589,194.4449395
0.174069628,89.34651674,-340.6793219,189.9747719
0.177070828,94.67909291,-339.7724898,184.7258522
0.180072029,100.3552889,-339.4888188,179.8676323
0.183073229,105.9955701,-338.9510512,174.9619616
0.18607443,111.5999367,-338.1591872,170.0088401
0.18907563,117.1683885,-337.1132266,165.0082678
0.192076831,123.7445757,-337.9019515,160.8643656
0.195078031,129.8454656,-337.557191,156.2923727
0.198079232,136.0124369,-337.1624708,151.7612887
0.201080432,142.2454894,-336.717791,147.2711137
0.204081633,148.5446233,-336.2231515,142.8218478
0.207082833,154.8921577,-334.3788117,137.578771
0.210084034,161.1683034,-333.4055915,132.8041344
0.213085234,167.4444492,-332.4323713,128.0294979
0.216086435,173.7205949,-331.4591511,123.2548613
0.219087635,179.9967406,-330.4859309,118.4802247
0.222088836,186.2728864,-329.5127106,113.7055882
0.225090036,190.8953498,-322.4775116,107.1814679
0.228091236,196.6939752,-319.7538231,101.9016471
0.231092437,202.4926006,-317.0301346,96.6218264
0.234093637,208.2912259,-314.306446,91.34200566
0.237094838,214.0898513,-311.5827575,86.06218491
0.240096038,223.7128528,-308.1093028,79.31334051
0.243097239,230.6779741,-305.1569236,73.58544406
0.246098439,237.6430953,-302.2045444,67.85754761
0.24909964,244.6082165,-299.2521652,62.12965116
0.25210084,251.5733378,-296.2997859,56.40175471
0.255102041,262.1544858,-291.0971634,48.51278913
0.258103241,270.2883399,-287.417485,42.08641544
0.261104442,278.4221939,-283.7378067,35.66004176
0.264105642,286.556048,-280.0581283,29.23366807
0.267106843,294.689902,-276.37845,22.80729438
0.270108043,299.1394237,-271.7755227,16.80833112
0.273109244,305.1978736,-267.5757733,10.62272002
0.276110444,310.9105208,-263.28937,4.477224652
0.279111645,316.2773652,-258.9163127,-1.628154984
0.282112845,321.2984069,-254.4566014,-7.693418889
0.285114046,322.6992034,-249.9464588,-13.40968068
0.288115246,325.0560178,-245.3352613,-19.20863075
0.291116447,326.7279253,-240.641161,-24.93547653
0.294117647,327.7149258,-235.864158,-30.59021803
0.297118848,328.0170194,-231.0042523,-36.17285525
0.300120048,327.634206,-226.0614438,-41.68338818
0.303121248,332.9938339,-221.8845792,-47.93388575
0.306122449,334.2172251,-217.169002,-53.67621777
0.309123649,335.2044043,-212.4297802,-59.40313624
0.31212485,335.9553713,-207.6669139,-65.11464118
0.31512605,336.4701263,-202.8804031,-70.81073258
0.318127251,337.9554298,-198.4752781,-76.85610385
0.321128451,338.5868123,-193.8391843,-82.69938463
0.324129652,339.0733359,-189.2101072,-88.55485961
0.327130852,339.4150007,-184.5880469,-94.42252878
0.330132053,339.6118066,-179.9730034,-100.3023921
0.333133253,339.6691041,-175.3146408,-106.321267
