B,H
1.685411,2597.538644
1.685936,2609.069427
1.686462,2620.651396
1.686987,2632.28478
1.687513,2643.969805
1.688039,2655.706701
1.688564,2667.495699
1.68909,2679.33703
1.689616,2691.230925
1.690142,2703.177619
1.690668,2715.177346
1.691194,2727.230341
1.69172,2739.336841
1.692246,2751.497083
1.692772,2763.711306
1.693298,2775.979749
1.693824,2788.302653
1.69435,2800.68026
1.694876,2813.112813
1.695403,2825.600555
1.695929,2838.143732
1.696455,2850.74259
1.696982,2863.397375
1.697508,2876.108336
1.698035,2888.875723
1.698561,2901.699786
1.699088,2914.580777
1.699614,2927.518947
1.700141,2940.514552
1.700668,2953.567846
1.701194,2966.679085
1.701721,2979.848526
1.702248,2993.076428
1.702775,3006.36305
1.703302,3019.708653
1.703829,3033.113499
1.704356,3046.577851
1.704883,3060.101972
1.70541,3073.686128
1.705937,3087.330587
1.706464,3101.035614
1.706991,3114.80148
1.707519,3128.628454
1.708046,3142.516808
1.708573,3156.466814
1.709101,3170.478745
1.709628,3184.552878
1.710156,3198.689486
1.710683,3212.888849
1.711211,3227.151245
1.711739,3241.476953
1.712266,3255.866255
1.712794,3270.319432
1.713322,3284.836769
1.71385,3299.41855
1.714378,3314.065062
1.714905,3328.77659
1.715433,3343.553426
1.715962,3358.395857
1.71649,3373.304175
1.717018,3388.278674
1.717546,3403.319646
1.718074,3418.427386
1.718602,3433.602192
1.719131,3448.844361
1.719659,3464.154191
1.720188,3479.531983
1.720716,3494.978039
1.721245,3510.492663
1.721773,3526.076157
1.722302,3541.728828
1.72283,3557.450984
1.723359,3573.242932
1.723888,3589.104982
1.724417,3605.037446
1.724946,3621.040636
1.725475,3637.114866
1.726004,3653.260451
1.726533,3669.477709
1.727062,3685.766957
1.727591,3702.128514
1.72812,3718.562703
1.728649,3735.069845
1.729179,3751.650264
1.729708,3768.304286
1.730237,3785.032237
1.730767,3801.834445
1.731296,3818.71124
1.731826,3835.662953
1.732356,3852.689917
1.732885,3869.792466
1.733415,3886.970935
1.733945,3904.225661
1.734475,3921.556983
1.735005,3938.965241
1.735535,3956.450776
1.736065,3974.013932
1.736595,3991.655052
1.737125,4009.374483
1.737655,4027.172574
1.738186,4045.049672
1.738716,4063.006128
1.739246,4081.042295
1.739777,4099.158527
1.740307,4117.35518
1.740838,4135.632609
1.741368,4153.991174
1.741899,4172.431235
1.74243,4190.953153
1.742961,4209.557292
1.743491,4228.244018
1.744022,4247.013696
1.744553,4265.866695
1.745084,4284.803384
1.745616,4303.824136
1.746147,4322.929323
1.746678,4342.11932
1.747209,4361.394504
1.747741,4380.755253
1.748272,4400.201947
1.748804,4419.734966
1.749335,4439.354696
1.749867,4459.061519
1.750398,4478.855823
1.75093,4498.737997
1.751462,4518.70843
1.751994,4538.767514
1.752526,4558.915643
1.753058,4579.153211
1.75359,4599.480617
1.754122,4619.898258
1.754654,4640.406536
1.755187,4661.005853
1.755719,4681.696612
1.756251,4702.47922
1.756784,4723.354084
1.757316,4744.321615
1.757849,4765.382223
1.758382,4786.536321
1.758915,4807.784325
1.759447,4829.126651
1.75998,4850.563719
1.760513,4872.095948
1.761046,4893.723761
1.761579,4915.447583
1.762113,4937.267839
1.762646,4959.184958
1.763179,4981.19937
1.763713,5003.311506
1.764246,5025.521801
1.76478,5047.83069
1.765313,5070.238611
1.765847,5092.746003
1.766381,5115.353308
1.766915,5138.060969
1.767449,5160.869433
1.767983,5183.779146
1.768517,5206.790558
1.769051,5229.904121
1.769585,5253.120287
1.77012,5276.439513
1.770654,5299.862255
1.771189,5323.388974
1.771723,5347.020131
1.772258,5370.756189
1.772792,5394.597614
1.773327,5418.544874
1.773862,5442.59844
1.774397,5466.758781
1.774932,5491.026374
1.775467,5515.401693
1.776003,5539.885217
1.776538,5564.477426
1.777073,5589.178803
1.777609,5613.989832
1.778144,5638.911001
1.77868,5663.942797
1.779216,5689.085713
1.779751,5714.340241
1.780287,5739.706877
1.780823,5765.186118
1.781359,5790.778465
1.781895,5816.484419
1.782432,5842.304485
1.782968,5868.239169
1.783504,5894.288981
1.784041,5920.45443
1.784578,5946.736032
1.785114,5973.1343
1.785651,5999.649754
1.786188,6026.282912
1.786725,6053.034299
1.787262,6079.904438
1.787799,6106.893857
1.788336,6134.003085
1.788874,6161.232654
1.789411,6188.583098
1.789949,6216.054954
1.790486,6243.648762
1.791024,6271.365061
1.791562,6299.204396
1.7921,6327.167314
1.792638,6355.254362
1.793176,6383.466092
1.793714,6411.803057
1.794252,6440.265813
1.794791,6468.854919
1.795329,6497.570935
1.795868,6526.414425
1.796406,6555.385955
1.796945,6584.486092
1.797484,6613.715409
1.798023,6643.074478
1.798562,6672.563876
1.799101,6702.18418
1.799641,6731.935973
1.80018,6761.819837
1.80072,6791.83636
1.801259,6821.986129
1.801799,6852.269737
1.802339,6882.687777
1.802879,6913.240846
1.803419,6943.929544
1.803959,6974.754473
1.804499,7005.716238
1.80504,7036.815445
1.80558,7068.052706
1.806121,7099.428632
1.806662,7130.94384
1.807202,7162.598948
1.807743,7194.394577
1.808284,7226.33135
1.808826,7258.409894
1.809367,7290.630838
1.809908,7322.994816
1.81045,7355.502461
1.810991,7388.154411
1.811533,7420.951307
1.812075,7453.893792
1.812617,7486.982513
1.813159,7520.218119
1.813701,7553.601261
1.814244,7587.132595
1.814786,7620.812779
1.815329,7654.642473
1.815871,7688.622341
1.816414,7722.75305
1.816957,7757.035269
1.8175,7791.469671
1.818044,7826.056932
1.818587,7860.797729
1.81913,7895.692745
1.819674,7930.742664
1.820218,7965.948174
1.820761,8001.309965
1.821305,8036.828732
1.821849,8072.50517
1.822394,8108.33998
1.822938,8144.333866
1.823483,8180.487532
1.824027,8216.801689
1.824572,8253.277049
1.825117,8289.914327
1.825662,8326.714243
1.826207,8363.677518
1.826752,8400.804877
1.827298,8438.097048
1.827843,8475.554765
1.828389,8513.17876
1.828935,8550.969773
1.829481,8588.928545
1.830027,8627.05582
1.830573,8665.352346
1.83112,8703.818876
1.831666,8742.456163
1.832213,8781.264966
1.83276,8820.246045
1.833307,8859.400166
1.833854,8898.728097
1.834401,8938.230609
1.834949,8977.908478
1.835496,9017.762481
1.836044,9057.793401
1.836592,9098.002023
1.83714,9138.389136
1.837688,9178.955532
1.838236,9219.702007
1.838785,9260.629361
1.839333,9301.738396
1.839882,9343.029919
1.840431,9384.504739
1.84098,9426.163672
1.84153,9468.007533
1.842079,9510.037145
1.842629,9552.25333
1.843178,9594.656919
1.843728,9637.248742
1.844278,9680.029635
1.844829,9723.000438
1.845379,9766.161993
1.845929,9809.515147
1.84648,9853.060752
1.847031,9896.79966
1.847582,9940.73273
1.848133,9984.860825
1.848685,10029.18481
1.849236,10073.70555
1.849788,10118.42393
1.85034,10163.34082
1.850892,10208.4571
1.851444,10253.77365
1.851997,10299.29137
1.852549,10345.01115
1.853102,10390.93389
1.853655,10437.06048
1.854208,10483.39183
1.854761,10529.92885
1.855315,10576.67246
1.855869,10623.62357
1.856422,10670.78309
1.856977,10718.15197
1.857531,10765.73112
1.858085,10813.52148
1.85864,10861.52399
1.859195,10909.73959
1.85975,10958.16922
1.860305,11006.81383
1.86086,11055.67439
1.861416,11104.75184
1.861971,11154.04716
1.862527,11203.5613
1.863083,11253.29524
1.86364,11303.24995
1.864196,11353.42642
1.864753,11403.82563
1.86531,11454.44857
1.865867,11505.29623
1.866424,11556.36961
1.866982,11607.66971
1.867539,11659.19754
1.868097,11710.9541
1.868655,11762.94042
1.869214,11815.15751
1.869772,11867.6064
1.870331,11920.28811
1.87089,11973.20369
1.871449,12026.35417
1.872008,12079.74058
1.872568,12133.36399
1.873128,12187.22543
1.873688,12241.32598
1.874248,12295.66668
1.874809,12350.2486
1.875369,12405.07283
1.87593,12460.14042
1.876491,12515.45246
1.877053,12571.01005
1.877614,12626.81425
1.878176,12682.86618
1.878738,12739.16694
1.8793,12795.71761
1.879863,12852.51932
1.880425,12909.57319
1.880988,12966.88032
1.881551,13024.44184
1.882115,13082.25889
1.882678,13140.33259
1.883242,13198.66409
1.883806,13257.25453
1.884371,13316.10506
1.884935,13375.21683
1.8855,13434.59101
1.886065,13494.22876
1.88663,13554.13124
1.887196,13614.29964
1.887762,13674.73514
1.888328,13735.43891
1.888894,13796.41216
1.88946,13857.65607
1.890027,13919.17186
1.890594,13980.96072
1.891162,14043.02386
1.891729,14105.36252
1.892297,14167.9779
1.892865,14230.87124
1.893433,14294.04377
1.894002,14357.49673
1.894571,14421.23136
1.89514,14485.24892
1.895709,14549.55066
1.896279,14614.13785
1.896849,14679.01175
1.897419,14744.17362
1.897989,14809.62476
1.89856,14875.36645
1.899131,14941.39997
1.899702,15007.72662
1.900274,15074.34771
1.900846,15141.26453
1.901418,15208.4784
1.90199,15275.99065
1.902563,15343.80258
1.903136,15411.91555
1.903709,15480.33087
1.904282,15549.0499
1.904856,15618.07399
1.90543,15687.40447
1.906005,15757.04273
1.906579,15826.99011
1.907154,15897.248
1.907729,15967.81778
1.908305,16038.70082
1.908881,16109.89852
1.909457,16181.41228
1.910034,16253.24349
1.91061,16325.39357
1.911187,16397.86393
1.911765,16470.656
1.912342,16543.7712
1.91292,16617.21097
1.913499,16690.97675
1.914077,16765.06998
1.914656,16839.49212
1.915235,16914.24462
1.915815,16989.32897
1.916395,17064.74662
1.916975,17140.49906
1.917556,17216.58777
1.918137,17293.01425
1.918718,17369.78
1.919299,17446.88652
1.919881,17524.33532
1.920463,17602.12793
1.921046,17680.26587
1.921629,17758.75067
1.922212,17837.58388
1.922795,17916.76703
1.923379,17996.30169
1.923963,18076.18942
1.924548,18156.43177
1.925133,18237.03033
1.925718,18317.98668
1.926304,18399.3024
1.92689,18480.97909
1.927476,18563.01835
1.928063,18645.4218
1.92865,18728.19104
1.929237,18811.32771
1.929825,18894.83343
1.930413,18978.70984
1.931001,19062.95859
1.93159,19147.58133
1.932179,19232.57972
1.932769,19317.95543
1.933359,19403.71013
1.933949,19489.84551
1.93454,19576.36325
1.935131,19663.26506
1.935722,19750.55263
1.936314,19838.22768
1.936906,19926.29193
1.937499,20014.74711
1.938092,20103.59495
1.938685,20192.8372
1.939279,20282.47561
1.939873,20372.51193
1.940468,20462.94793
1.941062,20553.78539
1.941658,20645.02609
1.942254,20736.67182
1.94285,20828.72437
1.943446,20921.18555
1.944043,21014.05718
1.944641,21107.34108
1.945238,21201.03908
1.945837,21295.15301
1.946435,21389.68473
1.947034,21484.63608
1.947634,21580.00894
1.948234,21675.80516
1.948834,21772.02664
1.949435,21868.67525
1.950036,21965.7529
1.950637,22063.26149
1.95124,22161.20293
1.951842,22259.57915
1.952445,22358.39207
1.953048,22457.64363
1.953652,22557.33578
1.954256,22657.47048
1.954861,22758.04968
1.955466,22859.07537
1.956072,22960.54953
1.956678,23062.47413
1.957284,23164.8512
1.957891,23267.68273
1.958499,23370.97074
1.959107,23474.71726
1.959715,23578.92432
1.960324,23683.59397
1.960933,23788.72826
1.961543,23894.32925
1.962153,24000.39902
1.962764,24106.93965
1.963375,24213.95322
1.963987,24321.44184
1.964599,24429.40761
1.965212,24537.85265
1.965825,24646.7791
1.966438,24756.18908
1.967053,24866.08475
1.967667,24976.46826
1.968282,25087.34177
1.968898,25198.70746
1.969514,25310.56752
1.970131,25422.92414
1.970748,25535.77952
1.971366,25649.13589
1.971984,25762.99545
1.972603,25877.36045
1.973222,25992.23313
1.973842,26107.61575
1.974462,26223.51056
1.975083,26339.91984
1.975704,26456.84587
1.976326,26574.29096
1.976948,26692.2574
1.977571,26810.7475
1.978195,26929.7636
1.978819,27049.30802
1.979444,27169.38312
1.980069,27289.99124
1.980695,27411.13475
1.981321,27532.81604
1.981948,27655.03749
1.982575,27777.80149
1.983203,27901.11045
1.983832,28024.9668
1.984461,28149.37296
1.98509,28274.33137
1.985721,28399.84449
1.986352,28525.91478
1.986983,28652.54471
1.987615,28779.73676
1.988248,28907.49343
1.988881,29035.81723
1.989515,29164.71068
1.990149,29294.1763
1.990784,29424.21663
1.99142,29554.83423
1.992056,29686.03165
1.992693,29817.81147
1.99333,29950.17629
1.993968,30083.12868
1.994607,30216.67127
1.995246,30350.80666
1.995886,30485.5375
1.996526,30620.86643
1.997168,30756.7961
1.997809,30893.32917
1.998452,31030.46833
1.999095,31168.21627
1.999739,31306.57569
2.000383,31445.5493
2.001028,31585.13984
2.001674,31725.35003
2.00232,31866.18263
2.002967,32007.6404
2.003615,32149.72612
2.004263,32292.44258
2.004912,32435.79257
2.005562,32579.77891
2.006212,32724.40443
2.006863,32869.67195
2.007515,33015.58433
2.008167,33162.14444
2.008821,33309.35514
2.009474,33457.21933
2.010129,33605.7399
2.010784,33754.91978
2.01144,33904.76188
2.012097,34055.26915
2.012754,34206.44454
2.013412,34358.29102
2.014071,34510.81156
2.01473,34664.00915
2.01539,34817.88681
2.016051,34972.44755
2.016713,35127.6944
2.017376,35283.63042
2.018039,35440.25865
2.018703,35597.58217
2.019367,35755.60407
2.020033,35914.32745
2.020699,36073.75542
2.021366,36233.89111
2.022033,36394.73766
2.022702,36556.29823
2.023371,36718.57599
2.024041,36881.57411
2.024712,37045.2958
2.025384,37209.74428
2.026056,37374.92276
2.026729,37540.83448
2.027403,37707.48271
2.028078,37874.87071
2.028753,38043.00177
2.02943,38211.87918
2.030107,38381.50625
2.030785,38551.88632
2.031464,38723.02273
2.032143,38894.91883
2.032824,39067.578
2.033505,39241.00363
2.034187,39415.19911
2.03487,39590.16786
2.035554,39765.91333
2.036238,39942.43894
2.036924,40119.74818
2.03761,40297.84451
2.038297,40476.73144
2.038985,40656.41246
2.039674,40836.89111
2.040364,41018.17093
2.041055,41200.25547
2.041746,41383.1483
2.042439,41566.85302
2.043132,41751.37322
2.043826,41936.71253
2.044522,42122.87458
2.045218,42309.86303
2.045915,42497.68155
2.046612,42686.33381
2.047311,42875.82352
2.048011,43066.1544
2.048712,43257.33018
2.049413,43449.35461
2.050116,43642.23146
2.050819,43835.96452
2.051523,44030.55758
2.052229,44226.01446
2.052935,44422.339
2.053642,44619.53504
2.05435,44817.60646
2.055059,45016.55715
2.05577,45216.391
2.056481,45417.11194
2.057193,45618.7239
2.057906,45821.23084
2.05862,46024.63673
2.059335,46228.94556
2.060051,46434.16135
2.060768,46640.28812
2.061486,46847.3299
2.062205,47055.29077
2.062925,47264.1748
2.063647,47473.98609
2.064369,47684.72876
2.065092,47896.40694
2.065816,48109.02479
2.066541,48322.58647
2.067268,48537.09618
2.067995,48752.55812
2.068724,48968.97652
2.069453,49186.35563
2.070184,49404.69972
2.070915,49624.01305
2.071648,49844.29995
2.072382,50065.56472
2.073117,50287.81172
2.073853,50511.04529
2.07459,50735.26983
2.075328,50960.48973
2.076068,51186.7094
2.076808,51413.93329
2.07755,51642.16585
2.078293,51871.41157
2.079036,52101.67493
2.079781,52332.96046
2.080528,52565.2727
2.081275,52798.6162
2.082023,53032.99553
2.082773,53268.41531
2.083524,53504.88014
2.084276,53742.39466
2.085029,53980.96354
2.085783,54220.59146
2.086539,54461.28311
2.087295,54703.04322
2.088053,54945.87654
2.088812,55189.78782
2.089573,55434.78185
2.090334,55680.86344
2.091097,55928.03741
2.091861,56176.30862
2.092626,56425.68193
2.093393,56676.16225
2.094161,56927.75447
2.09493,57180.46354
2.0957,57434.29442
2.096472,57689.25208
2.097244,57945.34153
2.098018,58202.56779
2.098794,58460.93591
2.099571,58720.45096
2.100349,58981.11802
2.101128,59242.94222
2.101908,59505.92869
2.10269,59770.08258
2.103474,60035.40908
2.104258,60301.9134
2.105044,60569.60077
2.105831,60838.47643
2.10662,61108.54566
2.10741,61379.81376
2.108201,61652.28605
2.108994,61925.96788
2.109788,62200.86462
2.110583,62476.98165
2.11138,62754.3244
2.112179,63032.89831
2.112978,63312.70884
2.113779,63593.76149
2.114582,63876.06176
2.115386,64159.61519
2.116191,64444.42735
2.116998,64730.50383
2.117806,65017.85023
2.118616,65306.4722
2.119427,65596.3754
2.120239,65887.56551
2.121053,66180.04825
2.121869,66473.82935
2.122686,66768.91458
2.123504,67065.30974
2.124324,67363.02062
2.125146,67662.05308
2.125969,67962.41298
2.126793,68264.10621
2.12762,68567.1387
2.128447,68871.51638
2.129276,69177.24523
2.130107,69484.33125
2.130939,69792.78046
2.131773,70102.59891
2.132609,70413.79268
2.133446,70726.36788
2.134284,71040.33064
2.135124,71355.68711
2.135966,71672.44349
2.136809,71990.60599
2.137654,72310.18086
2.138501,72631.17435
2.139349,72953.59277
2.140199,73277.44244
2.141051,73602.72972
2.141904,73929.46099
2.142759,74257.64266
2.143616,74587.28117
2.144474,74918.38298
2.145334,75250.95459
2.146195,75585.00252
2.147059,75920.53334
2.147924,76257.55361
2.14879,76596.06996
2.149659,76936.08903
2.150529,77277.61747
2.151401,77620.66201
2.152275,77965.22936
2.15315,78311.32628
2.154028,78658.95957
2.154907,79008.13605
2.155788,79358.86256
2.15667,79711.14598
2.157555,80064.99324
2.158441,80420.41127
2.159329,80777.40703
2.160219,81135.98755
2.161111,81496.15985
2.162004,81857.93099
2.1629,82221.30808
2.163797,82586.29825
2.164696,82952.90864
2.165597,83321.14647
2.1665,83691.01895
2.167405,84062.53333
2.168312,84435.69692
2.169221,84810.51701
2.170131,85187.00098
2.171044,85565.15621
2.171959,85944.99012
2.172875,86326.51015
2.173794,86709.72379
2.174714,87094.63857
2.175636,87481.26202
2.176561,87869.60175
2.177487,88259.66536
2.178416,88651.46051
2.179346,89044.99489
2.180278,89440.27621
2.181213,89837.31223
2.18215,90236.11074
2.183088,90636.67957
2.184029,91039.02656
2.184972,91443.15963
2.185917,91849.08669
2.186864,92256.81571
2.187813,92666.35468
2.188764,93077.71165
2.189717,93490.89468
2.190673,93905.91188
2.19163,94322.77139
2.19259,94741.48139
2.193552,95162.05009
2.194516,95584.48575
2.195482,96008.79665
2.196451,96434.99111
2.197422,96863.0775
2.198395,97293.06422
2.19937,97724.95971
2.200347,98158.77242
2.201327,98594.51089
2.202309,99032.18364
2.203293,99471.79928
2.204279,99913.36643
2.205268,100356.8937
2.206259,100802.3899
2.207253,101249.8637
2.208248,101699.3239
2.209247,102150.7793
2.210247,102604.2388
2.21125,103059.7112
2.212255,103517.2055
2.213262,103976.7307
2.214272,104438.2957
2.215285,104901.9098
2.2163,105367.5818
2.217317,105835.321
2.218336,106305.1366
2.219358,106777.0378
2.220383,107251.0337
2.22141,107727.1338
2.222439,108205.3474
2.223471,108685.6838
2.224506,109168.1525
2.225543,109652.7629
2.226583,110139.5245
2.227625,110628.447
2.228669,111119.5398
2.229717,111612.8126
2.230766,112108.2752
2.231819,112605.9372
2.232874,113105.8083
2.233931,113607.8984
2.234992,114112.2174
2.236055,114618.7751
2.23712,115127.5815
2.238188,115638.6465
2.239259,116151.9802
2.240333,116667.5927
2.241409,117185.494
2.242488,117705.6943
2.24357,118228.2039
2.244654,118753.033
2.245741,119280.1918
2.246831,119809.6907
2.247924,120341.5402
2.24902,120875.7506
2.250118,121412.3325
2.251219,121951.2962
2.252323,122492.6525
2.25343,123036.412
2.25454,123582.5853
2.255653,124131.183
2.256768,124682.2161
2.257886,125235.6953
2.259008,125791.6315
2.260132,126350.0355
2.261259,126910.9183
2.262389,127474.291
2.263522,128040.1645
2.264658,128608.55
2.265797,129179.4587
2.266939,129752.9016
2.268084,130328.8902
2.269233,130907.4356
2.270384,131488.5493
2.271538,132072.2426
2.272695,132658.527
2.273856,133247.414
2.275019,133838.9151
2.276186,134433.042
2.277355,135029.8062
2.278528,135629.2196
2.279704,136231.2938
2.280884,136836.0407
2.282066,137443.4722
2.283252,138053.6001
2.284441,138666.4365
2.285633,139281.9933
2.286828,139900.2826
2.288027,140521.3166
2.289229,141145.1074
2.290434,141771.6673
2.291643,142401.0086
2.292854,143033.1436
2.29407,143668.0848
2.295288,144305.8445
2.29651,144946.4353
2.297736,145589.8697
2.298964,146236.1605
2.300197,146885.3202
2.301432,147537.3616
2.302671,148192.2975
2.303914,148850.1407
2.30516,149510.9042
2.306409,150174.6009
2.307663,150841.2438
2.308919,151510.846
2.310179,152183.4207
2.311443,152858.981
2.31271,153537.5402
2.313981,154219.1116
2.315256,154903.7085
2.316534,155591.3445
2.317816,156282.033
2.319101,156975.7875
2.320391,157672.6217
2.321683,158372.5492
2.32298,159075.5838
2.32428,159781.7392
2.325585,160491.0294
2.326892,161203.4682
2.328204,161919.0695
2.32952,162637.8475
2.330839,163359.8163
2.332162,164084.9899
2.333489,164813.3827
2.33482,165545.0089
2.336155,166279.8829
2.337493,167018.0191
2.338836,167759.4319
2.340183,168504.136
2.341533,169252.1459
2.342888,170003.4763
2.344246,170758.1419
2.345609,171516.1576
2.346975,172277.5382
2.348346,173042.2987
2.349721,173810.4541
2.3511,174582.0193
2.352483,175357.0097
2.35387,176135.4403
2.355261,176917.3265
2.356656,177702.6835
2.358056,178491.5269
2.35946,179283.872
2.360868,180079.7344
2.36228,180879.1298
2.363697,181682.0737
2.365118,182488.582
2.366543,183298.6706
2.367972,184112.3552
2.369406,184929.6518
2.370845,185750.5765
2.372287,186575.1454
2.373734,187403.3747
2.375186,188235.2805
2.376642,189070.8793
2.378102,189910.1874
2.379567,190753.2214
2.381036,191599.9976
2.38251,192450.5328
2.383989,193304.8436
2.385472,194162.9467
2.38696,195024.8592
2.388452,195890.5977
2.389949,196760.1794
2.39145,197633.6212
2.392957,198510.9403
2.394468,199392.154
2.395983,200277.2795
2.397504,201166.3341
2.399029,202059.3354
2.400559,202956.3008
2.402094,203857.248
2.403634,204762.1946
2.405178,205671.1583
2.406727,206584.157
2.408282,207501.2087
2.409841,208422.3312
2.411405,209347.5427
2.412974,210276.8614
2.414548,211210.3053
2.416128,212147.893
2.417712,213089.6427
2.419301,214035.573
2.420895,214985.7024
2.422495,215940.0495
2.424099,216898.633
2.425709,217861.4718
2.427324,218828.5848
2.428944,219799.9909
2.430569,220775.7092
2.4322,221755.7589
2.433836,222740.159
2.435477,223728.9291
2.437123,224722.0884
2.438775,225719.6565
2.440432,226721.6529
2.442095,227728.0973
2.443763,228739.0094
2.445436,229754.409
2.447115,230774.3162
2.448799,231798.7508
2.450489,232827.733
2.452185,233861.283
2.453886,234899.4211
2.455593,235942.1675
2.457305,236989.5429
2.459023,238041.5676
2.460746,239098.2624
2.462475,240159.6481
2.46421,241225.7453
2.465951,242296.5751
2.467698,243372.1584
2.46945,244452.5163
2.471208,245537.6701
2.472972,246627.641
2.474742,247722.4505
2.476518,248822.1199
2.4783,249926.6709
2.480087,251036.1251
2.481881,252150.5043
2.483681,253269.8304
2.485486,254394.1253
2.487298,255523.411
2.489116,256657.7098
2.49094,257797.0439
2.49277,258941.4357
2.494607,260090.9075
2.49645,261245.482
2.498298,262405.1817
2.500154,263570.0295
2.502015,264740.0482
2.503883,265915.2608
2.505757,267095.6902
2.507637,268281.3598
2.509524,269472.2926
2.511418,270668.5122
2.513317,271870.0419
2.515224,273076.9053
2.517137,274289.1262
2.519056,275506.7282
2.520982,276729.7354
2.522915,277958.1716
2.524854,279192.061
2.5268,280431.4277
2.528753,281676.2962
2.530712,282926.6907
2.532678,284182.636
2.534651,285444.1565
2.536631,286711.277
2.538618,287984.0225
2.540611,289262.4178
2.542612,290546.4881
2.544619,291836.2585
2.546634,293131.7544
2.548655,294433.0011
2.550684,295740.0242
2.55272,297052.8493
2.554763,298371.5022
2.556812,299696.0088
2.55887,301026.395
2.560934,302362.687
2.563006,303704.9109
2.565084,305053.0931
2.567171,306407.2601
2.569264,307767.4384
2.571365,309133.6546
2.573473,310505.9357
2.575589,311884.3084
2.577713,313268.8
2.579843,314659.4374
2.581982,316056.2481
2.584128,317459.2594
2.586281,318868.4988
2.588442,320283.9939
2.590611,321705.7727
2.592788,323133.8629
2.594972,324568.2925
2.597165,326009.0897
2.599365,327456.2829
2.601573,328909.9002
2.603788,330369.9704
2.606012,331836.522
2.608244,333309.5838
2.610484,334789.1846
2.612731,336275.3536
2.614987,337768.1199
2.617251,339267.5128
2.619523,340773.5616
2.621804,342286.296
2.624092,343805.7456
2.626389,345331.9401
2.628694,346864.9097
2.631008,348404.6843
2.63333,349951.2941
2.63566,351504.7695
2.637999,353065.141
2.640346,354632.4391
2.642702,356206.6947
2.645066,357787.9386
2.647439,359376.2018
2.649821,360971.5155
2.652211,362573.9109
2.65461,364183.4197
2.657018,365800.0732
2.659435,367423.9032
2.66186,369054.9416
2.664294,370693.2204
2.666738,372338.7716
2.66919,373991.6277
2.671651,375651.821
2.674122,377319.3841
2.676601,378994.3498
2.67909,380676.7507
2.681587,382366.6201
2.684094,384063.991
2.686611,385768.8967
2.689136,387481.3707
2.691671,389201.4466
2.694215,390929.1581
2.696769,392664.5391
2.699332,394407.6237
2.701905,396158.4461
2.704487,397917.0405
2.707079,399683.4416
2.70968,401457.6839
2.712292,403239.8023
2.714912,405029.8317
2.717543,406827.8073
2.720184,408633.7643
2.722834,410447.7382
2.725494,412269.7645
2.728164,414099.879
2.730845,415938.1176
2.733535,417784.5164
2.736235,419639.1116
2.738946,421501.9395
2.741666,423373.0367
2.744397,425252.44
2.747138,427140.1861
2.74989,429036.3122
2.752652,430940.8554
2.755424,432853.8531
2.758207,434775.3428
2.761,436705.3623
2.763804,438643.9493
2.766618,440591.142
2.769443,442546.9784
2.772279,444511.4971
2.775125,446484.7365
2.777983,448466.7353
2.780851,450457.5325
2.78373,452457.1671
2.78662,454465.6782
2.78952,456483.1054
2.792432,458509.4882
2.795356,460544.8664
2.79829,462589.2798
2.801235,464642.7686
2.804192,466705.3731
2.80716,468777.1338
2.810139,470858.0912
2.81313,472948.2863
2.816132,475047.7599
2.819145,477156.5534
2.82217,479274.7081
2.825207,481402.2655
2.828256,483539.2674
2.831316,485685.7558
2.834388,487841.7726
2.837471,490007.3602
2.840567,492182.5612
2.843674,494367.4181
2.846794,496561.9738
2.849925,498766.2715
2.853069,500980.3543
2.856225,503204.2656
2.859392,505438.0492
2.862573,507681.7488
2.865765,509935.4085
2.86897,512199.0724
2.872187,514472.785
2.875417,516756.5909
2.878659,519050.5348
2.881914,521354.6619
2.885181,523669.0172
2.888461,525993.6462
2.891754,528328.5946
2.89506,530673.908
2.898378,533029.6326
2.90171,535395.8146
2.905054,537772.5002
2.908411,540159.7363
2.911782,542557.5696
2.915166,544966.0472
2.918563,547385.2163
2.921973,549815.1243
2.925397,552255.8191
2.928833,554707.3483
2.932284,557169.7602
2.935748,559643.103
2.939225,562127.4253
2.942717,564622.7758
2.946221,567129.2034
2.94974,569646.7574
2.953272,572175.4871
2.956819,574715.4421
2.960379,577266.6723
2.963953,579829.2277
2.967542,582403.1586
2.971144,584988.5155
2.974761,587585.3491
2.978392,590193.7103
2.982037,592813.6504
2.985697,595445.2207
2.989371,598088.4728
2.99306,600743.4587
2.996763,603410.2303
3.000481,606088.8401
3.004214,608779.3405
3.007961,611481.7844
3.011724,614196.2248
3.015501,616922.7148
3.019293,619661.3081
3.0231,622412.0584
3.026923,625175.0195
3.03076,627950.2458
3.034613,630737.7916
3.038481,633537.7116
3.042365,636350.0609
3.046264,639174.8945
3.050179,642012.2678
3.054109,644862.2366
3.058055,647724.8568
3.062016,650600.1845
3.065994,653488.276
3.069987,656389.1882
3.073997,659302.9779
3.078022,662229.7022
3.082063,665169.4186
3.086121,668122.1847
3.090195,671088.0586
3.094285,674067.0983
3.098392,677059.3623
3.102515,680064.9093
3.106654,683083.7983
3.11081,686116.0885
3.114983,689161.8394
3.119173,692221.1108
3.12338,695293.9626
3.127603,698380.4552
3.131843,701480.6491
3.136101,704594.6051
3.140376,707722.3843
3.144668,710864.0481
3.148977,714019.6582
3.153303,717189.2764
3.157647,720372.9648
3.162009,723570.7861
3.166388,726782.8029
3.170785,730009.0781
3.1752,733249.6753
3.179632,736504.6578
3.184083,739774.0895
