H,B
2597.538644,1.685411
2609.069427,1.685936
2620.651396,1.686462
2632.28478,1.686987
2643.969805,1.687513
2655.706701,1.688039
2667.495699,1.688564
2679.33703,1.68909
2691.230925,1.689616
2703.177619,1.690142
2715.177346,1.690668
2727.230341,1.691194
2739.336841,1.69172
2751.497083,1.692246
2763.711306,1.692772
2775.979749,1.693298
2788.302653,1.693824
2800.68026,1.69435
2813.112813,1.694876
2825.600555,1.695403
2838.143732,1.695929
2850.74259,1.696455
2863.397375,1.696982
2876.108336,1.697508
2888.875723,1.698035
2901.699786,1.698561
2914.580777,1.699088
2927.518947,1.699614
2940.514552,1.700141
2953.567846,1.700668
2966.679085,1.701194
2979.848526,1.701721
2993.076428,1.702248
3006.36305,1.702775
3019.708653,1.703302
3033.113499,1.703829
3046.577851,1.704356
3060.101972,1.704883
3073.686128,1.70541
3087.330587,1.705937
3101.035614,1.706464
3114.80148,1.706991
3128.628454,1.707519
3142.516808,1.708046
3156.466814,1.708573
3170.478745,1.709101
3184.552878,1.709628
3198.689486,1.710156
3212.888849,1.710683
3227.151245,1.711211
3241.476953,1.711739
3255.866255,1.712266
3270.319432,1.712794
3284.836769,1.713322
3299.41855,1.71385
3314.065062,1.714378
3328.77659,1.714905
3343.553426,1.715433
3358.395857,1.715962
3373.304175,1.71649
3388.278674,1.717018
3403.319646,1.717546
3418.427386,1.718074
3433.602192,1.718602
3448.844361,1.719131
3464.154191,1.719659
3479.531983,1.720188
3494.978039,1.720716
3510.492663,1.721245
3526.076157,1.721773
3541.728828,1.722302
3557.450984,1.72283
3573.242932,1.723359
3589.104982,1.723888
3605.037446,1.724417
3621.040636,1.724946
3637.114866,1.725475
3653.260451,1.726004
3669.477709,1.726533
3685.766957,1.727062
3702.128514,1.727591
3718.562703,1.72812
3735.069845,1.728649
3751.650264,1.729179
3768.304286,1.729708
3785.032237,1.730237
3801.834445,1.730767
3818.71124,1.731296
3835.662953,1.731826
3852.689917,1.732356
3869.792466,1.732885
3886.970935,1.733415
3904.225661,1.733945
3921.556983,1.734475
3938.965241,1.735005
3956.450776,1.735535
3974.013932,1.736065
3991.655052,1.736595
4009.374483,1.737125
4027.172574,1.737655
4045.049672,1.738186
4063.006128,1.738716
4081.042295,1.739246
4099.158527,1.739777
4117.35518,1.740307
4135.632609,1.740838
4153.991174,1.741368
4172.431235,1.741899
4190.953153,1.74243
4209.557292,1.742961
4228.244018,1.743491
4247.013696,1.744022
4265.866695,1.744553
4284.803384,1.745084
4303.824136,1.745616
4322.929323,1.746147
4342.11932,1.746678
4361.394504,1.747209
4380.755253,1.747741
4400.201947,1.748272
4419.734966,1.748804
4439.354696,1.749335
4459.061519,1.749867
4478.855823,1.750398
4498.737997,1.75093
4518.70843,1.751462
4538.767514,1.751994
4558.915643,1.752526
4579.153211,1.753058
4599.480617,1.75359
4619.898258,1.754122
4640.406536,1.754654
4661.005853,1.755187
4681.696612,1.755719
4702.47922,1.756251
4723.354084,1.756784
4744.321615,1.757316
4765.382223,1.757849
4786.536321,1.758382
4807.784325,1.758915
4829.126651,1.759447
4850.563719,1.75998
4872.095948,1.760513
4893.723761,1.761046
4915.447583,1.761579
4937.267839,1.762113
4959.184958,1.762646
4981.19937,1.763179
5003.311506,1.763713
5025.521801,1.764246
5047.83069,1.76478
5070.238611,1.765313
5092.746003,1.765847
5115.353308,1.766381
5138.060969,1.766915
5160.869433,1.767449
5183.779146,1.767983
5206.790558,1.768517
5229.904121,1.769051
5253.120287,1.769585
5276.439513,1.77012
5299.862255,1.770654
5323.388974,1.771189
5347.020131,1.771723
5370.756189,1.772258
5394.597614,1.772792
5418.544874,1.773327
5442.59844,1.773862
5466.758781,1.774397
5491.026374,1.774932
5515.401693,1.775467
5539.885217,1.776003
5564.477426,1.776538
5589.178803,1.777073
5613.989832,1.777609
5638.911001,1.778144
5663.942797,1.77868
5689.085713,1.779216
5714.340241,1.779751
5739.706877,1.780287
5765.186118,1.780823
5790.778465,1.781359
5816.484419,1.781895
5842.304485,1.782432
5868.239169,1.782968
5894.288981,1.783504
5920.45443,1.784041
5946.736032,1.784578
5973.1343,1.785114
5999.649754,1.785651
6026.282912,1.786188
6053.034299,1.786725
6079.904438,1.787262
6106.893857,1.787799
6134.003085,1.788336
6161.232654,1.788874
6188.583098,1.789411
6216.054954,1.789949
6243.648762,1.790486
6271.365061,1.791024
6299.204396,1.791562
6327.167314,1.7921
6355.254362,1.792638
6383.466092,1.793176
6411.803057,1.793714
6440.265813,1.794252
6468.854919,1.794791
6497.570935,1.795329
6526.414425,1.795868
6555.385955,1.796406
6584.486092,1.796945
6613.715409,1.797484
6643.074478,1.798023
6672.563876,1.798562
6702.18418,1.799101
6731.935973,1.799641
6761.819837,1.80018
6791.83636,1.80072
6821.986129,1.801259
6852.269737,1.801799
6882.687777,1.802339
6913.240846,1.802879
6943.929544,1.803419
6974.754473,1.803959
7005.716238,1.804499
7036.815445,1.80504
7068.052706,1.80558
7099.428632,1.806121
7130.94384,1.806662
7162.598948,1.807202
7194.394577,1.807743
7226.33135,1.808284
7258.409894,1.808826
7290.630838,1.809367
7322.994816,1.809908
7355.502461,1.81045
7388.154411,1.810991
7420.951307,1.811533
7453.893792,1.812075
7486.982513,1.812617
7520.218119,1.813159
7553.601261,1.813701
7587.132595,1.814244
7620.812779,1.814786
7654.642473,1.815329
7688.622341,1.815871
7722.75305,1.816414
7757.035269,1.816957
7791.469671,1.8175
7826.056932,1.818044
7860.797729,1.818587
7895.692745,1.81913
7930.742664,1.819674
7965.948174,1.820218
8001.309965,1.820761
8036.828732,1.821305
8072.50517,1.821849
8108.33998,1.822394
8144.333866,1.822938
8180.487532,1.823483
8216.801689,1.824027
8253.277049,1.824572
8289.914327,1.825117
8326.714243,1.825662
8363.677518,1.826207
8400.804877,1.826752
8438.097048,1.827298
8475.554765,1.827843
8513.17876,1.828389
8550.969773,1.828935
8588.928545,1.829481
8627.05582,1.830027
8665.352346,1.830573
8703.818876,1.83112
8742.456163,1.831666
8781.264966,1.832213
8820.246045,1.83276
8859.400166,1.833307
8898.728097,1.833854
8938.230609,1.834401
8977.908478,1.834949
9017.762481,1.835496
9057.793401,1.836044
9098.002023,1.836592
9138.389136,1.83714
9178.955532,1.837688
9219.702007,1.838236
9260.629361,1.838785
9301.738396,1.839333
9343.029919,1.839882
9384.504739,1.840431
9426.163672,1.84098
9468.007533,1.84153
9510.037145,1.842079
9552.25333,1.842629
9594.656919,1.843178
9637.248742,1.843728
9680.029635,1.844278
9723.000438,1.844829
9766.161993,1.845379
9809.515147,1.845929
9853.060752,1.84648
9896.79966,1.847031
9940.73273,1.847582
9984.860825,1.848133
10029.18481,1.848685
10073.70555,1.849236
10118.42393,1.849788
10163.34082,1.85034
10208.4571,1.850892
10253.77365,1.851444
10299.29137,1.851997
10345.01115,1.852549
10390.93389,1.853102
10437.06048,1.853655
10483.39183,1.854208
10529.92885,1.854761
10576.67246,1.855315
10623.62357,1.855869
10670.78309,1.856422
10718.15197,1.856977
10765.73112,1.857531
10813.52148,1.858085
10861.52399,1.85864
10909.73959,1.859195
10958.16922,1.85975
11006.81383,1.860305
11055.67439,1.86086
11104.75184,1.861416
11154.04716,1.861971
11203.5613,1.862527
11253.29524,1.863083
11303.24995,1.86364
11353.42642,1.864196
11403.82563,1.864753
11454.44857,1.86531
11505.29623,1.865867
11556.36961,1.866424
11607.66971,1.866982
11659.19754,1.867539
11710.9541,1.868097
11762.94042,1.868655
11815.15751,1.869214
11867.6064,1.869772
11920.28811,1.870331
11973.20369,1.87089
12026.35417,1.871449
12079.74058,1.872008
12133.36399,1.872568
12187.22543,1.873128
12241.32598,1.873688
12295.66668,1.874248
12350.2486,1.874809
12405.07283,1.875369
12460.14042,1.87593
12515.45246,1.876491
12571.01005,1.877053
12626.81425,1.877614
12682.86618,1.878176
12739.16694,1.878738
12795.71761,1.8793
12852.51932,1.879863
12909.57319,1.880425
12966.88032,1.880988
13024.44184,1.881551
13082.25889,1.882115
13140.33259,1.882678
13198.66409,1.883242
13257.25453,1.883806
13316.10506,1.884371
13375.21683,1.884935
13434.59101,1.8855
13494.22876,1.886065
13554.13124,1.88663
13614.29964,1.887196
13674.73514,1.887762
13735.43891,1.888328
13796.41216,1.888894
13857.65607,1.88946
13919.17186,1.890027
13980.96072,1.890594
14043.02386,1.891162
14105.36252,1.891729
14167.9779,1.892297
14230.87124,1.892865
14294.04377,1.893433
14357.49673,1.894002
14421.23136,1.894571
14485.24892,1.89514
14549.55066,1.895709
14614.13785,1.896279
14679.01175,1.896849
14744.17362,1.897419
14809.62476,1.897989
14875.36645,1.89856
14941.39997,1.899131
15007.72662,1.899702
15074.34771,1.900274
15141.26453,1.900846
15208.4784,1.901418
15275.99065,1.90199
15343.80258,1.902563
15411.91555,1.903136
15480.33087,1.903709
15549.0499,1.904282
15618.07399,1.904856
15687.40447,1.90543
15757.04273,1.906005
15826.99011,1.906579
15897.248,1.907154
15967.81778,1.907729
16038.70082,1.908305
16109.89852,1.908881
16181.41228,1.909457
16253.24349,1.910034
16325.39357,1.91061
16397.86393,1.911187
16470.656,1.911765
16543.7712,1.912342
16617.21097,1.91292
16690.97675,1.913499
16765.06998,1.914077
16839.49212,1.914656
16914.24462,1.915235
16989.32897,1.915815
17064.74662,1.916395
17140.49906,1.916975
17216.58777,1.917556
17293.01425,1.918137
17369.78,1.918718
17446.88652,1.919299
17524.33532,1.919881
17602.12793,1.920463
17680.26587,1.921046
17758.75067,1.921629
17837.58388,1.922212
17916.76703,1.922795
17996.30169,1.923379
18076.18942,1.923963
18156.43177,1.924548
18237.03033,1.925133
18317.98668,1.925718
18399.3024,1.926304
18480.97909,1.92689
18563.01835,1.927476
18645.4218,1.928063
18728.19104,1.92865
18811.32771,1.929237
18894.83343,1.929825
18978.70984,1.930413
19062.95859,1.931001
19147.58133,1.93159
19232.57972,1.932179
19317.95543,1.932769
19403.71013,1.933359
19489.84551,1.933949
19576.36325,1.93454
19663.26506,1.935131
19750.55263,1.935722
19838.22768,1.936314
19926.29193,1.936906
20014.74711,1.937499
20103.59495,1.938092
20192.8372,1.938685
20282.47561,1.939279
20372.51193,1.939873
20462.94793,1.940468
20553.78539,1.941062
20645.02609,1.941658
20736.67182,1.942254
20828.72437,1.94285
20921.18555,1.943446
21014.05718,1.944043
21107.34108,1.944641
21201.03908,1.945238
21295.15301,1.945837
21389.68473,1.946435
21484.63608,1.947034
21580.00894,1.947634
21675.80516,1.948234
21772.02664,1.948834
21868.67525,1.949435
21965.7529,1.950036
22063.26149,1.950637
22161.20293,1.95124
22259.57915,1.951842
22358.39207,1.952445
22457.64363,1.953048
22557.33578,1.953652
22657.47048,1.954256
22758.04968,1.954861
22859.07537,1.955466
22960.54953,1.956072
23062.47413,1.956678
23164.8512,1.957284
23267.68273,1.957891
23370.97074,1.958499
23474.71726,1.959107
23578.92432,1.959715
23683.59397,1.960324
23788.72826,1.960933
23894.32925,1.961543
24000.39902,1.962153
24106.93965,1.962764
24213.95322,1.963375
24321.44184,1.963987
24429.40761,1.964599
24537.85265,1.965212
24646.7791,1.965825
24756.18908,1.966438
24866.08475,1.967053
24976.46826,1.967667
25087.34177,1.968282
25198.70746,1.968898
25310.56752,1.969514
25422.92414,1.970131
25535.77952,1.970748
25649.13589,1.971366
25762.99545,1.971984
25877.36045,1.972603
25992.23313,1.973222
26107.61575,1.973842
26223.51056,1.974462
26339.91984,1.975083
26456.84587,1.975704
26574.29096,1.976326
26692.2574,1.976948
26810.7475,1.977571
26929.7636,1.978195
27049.30802,1.978819
27169.38312,1.979444
27289.99124,1.980069
27411.13475,1.980695
27532.81604,1.981321
27655.03749,1.981948
27777.80149,1.982575
27901.11045,1.983203
28024.9668,1.983832
28149.37296,1.984461
28274.33137,1.98509
28399.84449,1.985721
28525.91478,1.986352
28652.54471,1.986983
28779.73676,1.987615
28907.49343,1.988248
29035.81723,1.988881
29164.71068,1.989515
29294.1763,1.990149
29424.21663,1.990784
29554.83423,1.99142
29686.03165,1.992056
29817.81147,1.992693
29950.17629,1.99333
30083.12868,1.993968
30216.67127,1.994607
30350.80666,1.995246
30485.5375,1.995886
30620.86643,1.996526
30756.7961,1.997168
30893.32917,1.997809
31030.46833,1.998452
31168.21627,1.999095
31306.57569,1.999739
31445.5493,2.000383
31585.13984,2.001028
31725.35003,2.001674
31866.18263,2.00232
32007.6404,2.002967
32149.72612,2.003615
32292.44258,2.004263
32435.79257,2.004912
32579.77891,2.005562
32724.40443,2.006212
32869.67195,2.006863
33015.58433,2.007515
33162.14444,2.008167
33309.35514,2.008821
33457.21933,2.009474
33605.7399,2.010129
33754.91978,2.010784
33904.76188,2.01144
34055.26915,2.012097
34206.44454,2.012754
34358.29102,2.013412
34510.81156,2.014071
34664.00915,2.01473
34817.88681,2.01539
34972.44755,2.016051
35127.6944,2.016713
35283.63042,2.017376
35440.25865,2.018039
35597.58217,2.018703
35755.60407,2.019367
35914.32745,2.020033
36073.75542,2.020699
36233.89111,2.021366
36394.73766,2.022033
36556.29823,2.022702
36718.57599,2.023371
36881.57411,2.024041
37045.2958,2.024712
37209.74428,2.025384
37374.92276,2.026056
37540.83448,2.026729
37707.48271,2.027403
37874.87071,2.028078
38043.00177,2.028753
38211.87918,2.02943
38381.50625,2.030107
38551.88632,2.030785
38723.02273,2.031464
38894.91883,2.032143
39067.578,2.032824
39241.00363,2.033505
39415.19911,2.034187
39590.16786,2.03487
39765.91333,2.035554
39942.43894,2.036238
40119.74818,2.036924
40297.84451,2.03761
40476.73144,2.038297
40656.41246,2.038985
40836.89111,2.039674
41018.17093,2.040364
41200.25547,2.041055
41383.1483,2.041746
41566.85302,2.042439
41751.37322,2.043132
41936.71253,2.043826
42122.87458,2.044522
42309.86303,2.045218
42497.68155,2.045915
42686.33381,2.046612
42875.82352,2.047311
43066.1544,2.048011
43257.33018,2.048712
43449.35461,2.049413
43642.23146,2.050116
43835.96452,2.050819
44030.55758,2.051523
44226.01446,2.052229
44422.339,2.052935
44619.53504,2.053642
44817.60646,2.05435
45016.55715,2.055059
45216.391,2.05577
45417.11194,2.056481
45618.7239,2.057193
45821.23084,2.057906
46024.63673,2.05862
46228.94556,2.059335
46434.16135,2.060051
46640.28812,2.060768
46847.3299,2.061486
47055.29077,2.062205
47264.1748,2.062925
47473.98609,2.063647
47684.72876,2.064369
47896.40694,2.065092
48109.02479,2.065816
48322.58647,2.066541
48537.09618,2.067268
48752.55812,2.067995
48968.97652,2.068724
49186.35563,2.069453
49404.69972,2.070184
49624.01305,2.070915
49844.29995,2.071648
50065.56472,2.072382
50287.81172,2.073117
50511.04529,2.073853
50735.26983,2.07459
50960.48973,2.075328
51186.7094,2.076068
51413.93329,2.076808
51642.16585,2.07755
51871.41157,2.078293
52101.67493,2.079036
52332.96046,2.079781
52565.2727,2.080528
52798.6162,2.081275
53032.99553,2.082023
53268.41531,2.082773
53504.88014,2.083524
53742.39466,2.084276
53980.96354,2.085029
54220.59146,2.085783
54461.28311,2.086539
54703.04322,2.087295
54945.87654,2.088053
55189.78782,2.088812
55434.78185,2.089573
55680.86344,2.090334
55928.03741,2.091097
56176.30862,2.091861
56425.68193,2.092626
56676.16225,2.093393
56927.75447,2.094161
57180.46354,2.09493
57434.29442,2.0957
57689.25208,2.096472
57945.34153,2.097244
58202.56779,2.098018
58460.93591,2.098794
58720.45096,2.099571
58981.11802,2.100349
59242.94222,2.101128
59505.92869,2.101908
59770.08258,2.10269
60035.40908,2.103474
60301.9134,2.104258
60569.60077,2.105044
60838.47643,2.105831
61108.54566,2.10662
61379.81376,2.10741
61652.28605,2.108201
61925.96788,2.108994
62200.86462,2.109788
62476.98165,2.110583
62754.3244,2.11138
63032.89831,2.112179
63312.70884,2.112978
63593.76149,2.113779
63876.06176,2.114582
64159.61519,2.115386
64444.42735,2.116191
64730.50383,2.116998
65017.85023,2.117806
65306.4722,2.118616
65596.3754,2.119427
65887.56551,2.120239
66180.04825,2.121053
66473.82935,2.121869
66768.91458,2.122686
67065.30974,2.123504
67363.02062,2.124324
67662.05308,2.125146
67962.41298,2.125969
68264.10621,2.126793
68567.1387,2.12762
68871.51638,2.128447
69177.24523,2.129276
69484.33125,2.130107
69792.78046,2.130939
70102.59891,2.131773
70413.79268,2.132609
70726.36788,2.133446
71040.33064,2.134284
71355.68711,2.135124
71672.44349,2.135966
71990.60599,2.136809
72310.18086,2.137654
72631.17435,2.138501
72953.59277,2.139349
73277.44244,2.140199
73602.72972,2.141051
73929.46099,2.141904
74257.64266,2.142759
74587.28117,2.143616
74918.38298,2.144474
75250.95459,2.145334
75585.00252,2.146195
75920.53334,2.147059
76257.55361,2.147924
76596.06996,2.14879
76936.08903,2.149659
77277.61747,2.150529
77620.66201,2.151401
77965.22936,2.152275
78311.32628,2.15315
78658.95957,2.154028
79008.13605,2.154907
79358.86256,2.155788
79711.14598,2.15667
80064.99324,2.157555
80420.41127,2.158441
80777.40703,2.159329
81135.98755,2.160219
81496.15985,2.161111
81857.93099,2.162004
82221.30808,2.1629
82586.29825,2.163797
82952.90864,2.164696
83321.14647,2.165597
83691.01895,2.1665
84062.53333,2.167405
84435.69692,2.168312
84810.51701,2.169221
85187.00098,2.170131
85565.15621,2.171044
85944.99012,2.171959
86326.51015,2.172875
86709.72379,2.173794
87094.63857,2.174714
87481.26202,2.175636
87869.60175,2.176561
88259.66536,2.177487
88651.46051,2.178416
89044.99489,2.179346
89440.27621,2.180278
89837.31223,2.181213
90236.11074,2.18215
90636.67957,2.183088
91039.02656,2.184029
91443.15963,2.184972
91849.08669,2.185917
92256.81571,2.186864
92666.35468,2.187813
93077.71165,2.188764
93490.89468,2.189717
93905.91188,2.190673
94322.77139,2.19163
94741.48139,2.19259
95162.05009,2.193552
95584.48575,2.194516
96008.79665,2.195482
96434.99111,2.196451
96863.0775,2.197422
97293.06422,2.198395
97724.95971,2.19937
98158.77242,2.200347
98594.51089,2.201327
99032.18364,2.202309
99471.79928,2.203293
99913.36643,2.204279
100356.8937,2.205268
100802.3899,2.206259
101249.8637,2.207253
101699.3239,2.208248
102150.7793,2.209247
102604.2388,2.210247
103059.7112,2.21125
103517.2055,2.212255
103976.7307,2.213262
104438.2957,2.214272
104901.9098,2.215285
105367.5818,2.2163
105835.321,2.217317
106305.1366,2.218336
106777.0378,2.219358
107251.0337,2.220383
107727.1338,2.22141
108205.3474,2.222439
108685.6838,2.223471
109168.1525,2.224506
109652.7629,2.225543
110139.5245,2.226583
110628.447,2.227625
111119.5398,2.228669
111612.8126,2.229717
112108.2752,2.230766
112605.9372,2.231819
113105.8083,2.232874
113607.8984,2.233931
114112.2174,2.234992
114618.7751,2.236055
115127.5815,2.23712
115638.6465,2.238188
116151.9802,2.239259
116667.5927,2.240333
117185.494,2.241409
117705.6943,2.242488
118228.2039,2.24357
118753.033,2.244654
119280.1918,2.245741
119809.6907,2.246831
120341.5402,2.247924
120875.7506,2.24902
121412.3325,2.250118
121951.2962,2.251219
122492.6525,2.252323
123036.412,2.25343
123582.5853,2.25454
124131.183,2.255653
124682.2161,2.256768
125235.6953,2.257886
125791.6315,2.259008
126350.0355,2.260132
126910.9183,2.261259
127474.291,2.262389
128040.1645,2.263522
128608.55,2.264658
129179.4587,2.265797
129752.9016,2.266939
130328.8902,2.268084
130907.4356,2.269233
131488.5493,2.270384
132072.2426,2.271538
132658.527,2.272695
133247.414,2.273856
133838.9151,2.275019
134433.042,2.276186
135029.8062,2.277355
135629.2196,2.278528
136231.2938,2.279704
136836.0407,2.280884
137443.4722,2.282066
138053.6001,2.283252
138666.4365,2.284441
139281.9933,2.285633
139900.2826,2.286828
140521.3166,2.288027
141145.1074,2.289229
141771.6673,2.290434
142401.0086,2.291643
143033.1436,2.292854
143668.0848,2.29407
144305.8445,2.295288
144946.4353,2.29651
145589.8697,2.297736
146236.1605,2.298964
146885.3202,2.300197
147537.3616,2.301432
148192.2975,2.302671
148850.1407,2.303914
149510.9042,2.30516
150174.6009,2.306409
150841.2438,2.307663
151510.846,2.308919
152183.4207,2.310179
152858.981,2.311443
153537.5402,2.31271
154219.1116,2.313981
154903.7085,2.315256
155591.3445,2.316534
156282.033,2.317816
156975.7875,2.319101
157672.6217,2.320391
158372.5492,2.321683
159075.5838,2.32298
159781.7392,2.32428
160491.0294,2.325585
161203.4682,2.326892
161919.0695,2.328204
162637.8475,2.32952
163359.8163,2.330839
164084.9899,2.332162
164813.3827,2.333489
165545.0089,2.33482
166279.8829,2.336155
167018.0191,2.337493
167759.4319,2.338836
168504.136,2.340183
169252.1459,2.341533
170003.4763,2.342888
170758.1419,2.344246
171516.1576,2.345609
172277.5382,2.346975
173042.2987,2.348346
173810.4541,2.349721
174582.0193,2.3511
175357.0097,2.352483
176135.4403,2.35387
176917.3265,2.355261
177702.6835,2.356656
178491.5269,2.358056
179283.872,2.35946
180079.7344,2.360868
180879.1298,2.36228
181682.0737,2.363697
182488.582,2.365118
183298.6706,2.366543
184112.3552,2.367972
184929.6518,2.369406
185750.5765,2.370845
186575.1454,2.372287
187403.3747,2.373734
188235.2805,2.375186
189070.8793,2.376642
189910.1874,2.378102
190753.2214,2.379567
191599.9976,2.381036
192450.5328,2.38251
193304.8436,2.383989
194162.9467,2.385472
195024.8592,2.38696
195890.5977,2.388452
196760.1794,2.389949
197633.6212,2.39145
198510.9403,2.392957
199392.154,2.394468
200277.2795,2.395983
201166.3341,2.397504
202059.3354,2.399029
202956.3008,2.400559
203857.248,2.402094
204762.1946,2.403634
205671.1583,2.405178
206584.157,2.406727
207501.2087,2.408282
208422.3312,2.409841
209347.5427,2.411405
210276.8614,2.412974
211210.3053,2.414548
212147.893,2.416128
213089.6427,2.417712
214035.573,2.419301
214985.7024,2.420895
215940.0495,2.422495
216898.633,2.424099
217861.4718,2.425709
218828.5848,2.427324
219799.9909,2.428944
220775.7092,2.430569
221755.7589,2.4322
222740.159,2.433836
223728.9291,2.435477
224722.0884,2.437123
225719.6565,2.438775
226721.6529,2.440432
227728.0973,2.442095
228739.0094,2.443763
229754.409,2.445436
230774.3162,2.447115
231798.7508,2.448799
232827.733,2.450489
233861.283,2.452185
234899.4211,2.453886
235942.1675,2.455593
236989.5429,2.457305
238041.5676,2.459023
239098.2624,2.460746
240159.6481,2.462475
241225.7453,2.46421
242296.5751,2.465951
243372.1584,2.467698
244452.5163,2.46945
245537.6701,2.471208
246627.641,2.472972
247722.4505,2.474742
248822.1199,2.476518
249926.6709,2.4783
251036.1251,2.480087
252150.5043,2.481881
253269.8304,2.483681
254394.1253,2.485486
255523.411,2.487298
256657.7098,2.489116
257797.0439,2.49094
258941.4357,2.49277
260090.9075,2.494607
261245.482,2.49645
262405.1817,2.498298
263570.0295,2.500154
264740.0482,2.502015
265915.2608,2.503883
267095.6902,2.505757
268281.3598,2.507637
269472.2926,2.509524
270668.5122,2.511418
271870.0419,2.513317
273076.9053,2.515224
274289.1262,2.517137
275506.7282,2.519056
276729.7354,2.520982
277958.1716,2.522915
279192.061,2.524854
280431.4277,2.5268
281676.2962,2.528753
282926.6907,2.530712
284182.636,2.532678
285444.1565,2.534651
286711.277,2.536631
287984.0225,2.538618
289262.4178,2.540611
290546.4881,2.542612
291836.2585,2.544619
293131.7544,2.546634
294433.0011,2.548655
295740.0242,2.550684
297052.8493,2.55272
298371.5022,2.554763
299696.0088,2.556812
301026.395,2.55887
302362.687,2.560934
303704.9109,2.563006
305053.0931,2.565084
306407.2601,2.567171
307767.4384,2.569264
309133.6546,2.571365
310505.9357,2.573473
311884.3084,2.575589
313268.8,2.577713
314659.4374,2.579843
316056.2481,2.581982
317459.2594,2.584128
318868.4988,2.586281
320283.9939,2.588442
321705.7727,2.590611
323133.8629,2.592788
324568.2925,2.594972
326009.0897,2.597165
327456.2829,2.599365
328909.9002,2.601573
330369.9704,2.603788
331836.522,2.606012
333309.5838,2.608244
334789.1846,2.610484
336275.3536,2.612731
337768.1199,2.614987
339267.5128,2.617251
340773.5616,2.619523
342286.296,2.621804
343805.7456,2.624092
345331.9401,2.626389
346864.9097,2.628694
348404.6843,2.631008
349951.2941,2.63333
351504.7695,2.63566
353065.141,2.637999
354632.4391,2.640346
356206.6947,2.642702
357787.9386,2.645066
359376.2018,2.647439
360971.5155,2.649821
362573.9109,2.652211
364183.4197,2.65461
365800.0732,2.657018
367423.9032,2.659435
369054.9416,2.66186
370693.2204,2.664294
372338.7716,2.666738
373991.6277,2.66919
375651.821,2.671651
377319.3841,2.674122
378994.3498,2.676601
380676.7507,2.67909
382366.6201,2.681587
384063.991,2.684094
385768.8967,2.686611
387481.3707,2.689136
389201.4466,2.691671
390929.1581,2.694215
392664.5391,2.696769
394407.6237,2.699332
396158.4461,2.701905
397917.0405,2.704487
399683.4416,2.707079
401457.6839,2.70968
403239.8023,2.712292
405029.8317,2.714912
406827.8073,2.717543
408633.7643,2.720184
410447.7382,2.722834
412269.7645,2.725494
414099.879,2.728164
415938.1176,2.730845
417784.5164,2.733535
419639.1116,2.736235
421501.9395,2.738946
423373.0367,2.741666
425252.44,2.744397
427140.1861,2.747138
429036.3122,2.74989
430940.8554,2.752652
432853.8531,2.755424
434775.3428,2.758207
436705.3623,2.761
438643.9493,2.763804
440591.142,2.766618
442546.9784,2.769443
444511.4971,2.772279
446484.7365,2.775125
448466.7353,2.777983
450457.5325,2.780851
452457.1671,2.78373
454465.6782,2.78662
456483.1054,2.78952
458509.4882,2.792432
460544.8664,2.795356
462589.2798,2.79829
464642.7686,2.801235
466705.3731,2.804192
468777.1338,2.80716
470858.0912,2.810139
472948.2863,2.81313
475047.7599,2.816132
477156.5534,2.819145
479274.7081,2.82217
481402.2655,2.825207
483539.2674,2.828256
485685.7558,2.831316
487841.7726,2.834388
490007.3602,2.837471
492182.5612,2.840567
494367.4181,2.843674
496561.9738,2.846794
498766.2715,2.849925
500980.3543,2.853069
503204.2656,2.856225
505438.0492,2.859392
507681.7488,2.862573
509935.4085,2.865765
512199.0724,2.86897
514472.785,2.872187
516756.5909,2.875417
519050.5348,2.878659
521354.6619,2.881914
523669.0172,2.885181
525993.6462,2.888461
528328.5946,2.891754
530673.908,2.89506
533029.6326,2.898378
535395.8146,2.90171
537772.5002,2.905054
540159.7363,2.908411
542557.5696,2.911782
544966.0472,2.915166
547385.2163,2.918563
549815.1243,2.921973
552255.8191,2.925397
554707.3483,2.928833
557169.7602,2.932284
559643.103,2.935748
562127.4253,2.939225
564622.7758,2.942717
567129.2034,2.946221
569646.7574,2.94974
572175.4871,2.953272
574715.4421,2.956819
577266.6723,2.960379
579829.2277,2.963953
582403.1586,2.967542
584988.5155,2.971144
587585.3491,2.974761
590193.7103,2.978392
592813.6504,2.982037
595445.2207,2.985697
598088.4728,2.989371
600743.4587,2.99306
603410.2303,2.996763
606088.8401,3.000481
608779.3405,3.004214
611481.7844,3.007961
614196.2248,3.011724
616922.7148,3.015501
619661.3081,3.019293
622412.0584,3.0231
625175.0195,3.026923
627950.2458,3.03076
630737.7916,3.034613
633537.7116,3.038481
636350.0609,3.042365
639174.8945,3.046264
642012.2678,3.050179
644862.2366,3.054109
647724.8568,3.058055
650600.1845,3.062016
653488.276,3.065994
656389.1882,3.069987
659302.9779,3.073997
662229.7022,3.078022
665169.4186,3.082063
668122.1847,3.086121
671088.0586,3.090195
674067.0983,3.094285
677059.3623,3.098392
680064.9093,3.102515
683083.7983,3.106654
686116.0885,3.11081
689161.8394,3.114983
692221.1108,3.119173
695293.9626,3.12338
698380.4552,3.127603
701480.6491,3.131843
704594.6051,3.136101
707722.3843,3.140376
710864.0481,3.144668
714019.6582,3.148977
717189.2764,3.153303
720372.9648,3.157647
723570.7861,3.162009
726782.8029,3.166388
730009.0781,3.170785
733249.6753,3.1752
736504.6578,3.179632
739774.0895,3.184083
